Name,Category,File,File Name,分类,图标名,标签,Tag
basketball,Others,https://wentin.github.io/IconPark/source/Others/basketball.svg,basketball,其它,篮球,"追波, dribbble, 篮球, 设计","catch the wave, dribbble, basketball, design"
juice,Foods,https://wentin.github.io/IconPark/source/Foods/juice.svg,juice,餐饮,果饮,"水杯, 果汁, 汽水, 咖啡, 奶茶","cups, fruit juice, soft drinks, coffee, tea"
goblet,Foods,https://wentin.github.io/IconPark/source/Foods/goblet.svg,goblet,餐饮,高脚杯,高脚杯,goblet
ppt,Others,https://wentin.github.io/IconPark/source/Others/ppt.svg,ppt,其它,幻灯片,"幻灯片, 播放, 延时, 投影","slides, play, delay, projection"
tag,Base,https://wentin.github.io/IconPark/source/Base/tag.svg,tag,基础,标签,"标记, 便签, 标签, 不关注","mark, notes, labels, not concern"
screen rotation,Operate,https://wentin.github.io/IconPark/source/Operate/screen-rotation.svg,screen-rotation,操作,屏幕旋转,"旋转, 屏幕, 转动, 竖转横","rotating the screen, rotated, horizontal, vertical transfer"
tent,Others,https://wentin.github.io/IconPark/source/Others/tent.svg,tent,其它,帐篷,"帐篷, 户外, 露营, 居住, 家","tents, outdoor, camping, living, family"
star,Edit,https://wentin.github.io/IconPark/source/Edit/star.svg,star,编辑,星星,"收藏, 已收藏, 取消收藏, 评分, 评价, 打分, 星级","collection, the collection has been canceled favorites, ratings, reviews, scoring, stars"
city one,Build,https://wentin.github.io/IconPark/source/Build/city-one.svg,city-one,建筑,城市,"城市, 建筑, 楼房","city, architecture, building"
holy sword,Clothes,https://wentin.github.io/IconPark/source/Clothes/holy-sword.svg,holy-sword,服饰,圣剑,"剑, 刺刀, 刀刃","sword, bayonet, knife edge"
database point,Datas,https://wentin.github.io/IconPark/source/Datas/database-point.svg,database-point,数据库,数据库节点,数据库节点,database node
corner down right,Arrows,https://wentin.github.io/IconPark/source/Arrows/corner-down-right.svg,corner-down-right,方向,向下右角,"右角, 向下, 右下, 右, 右边, 下, 方向","right angle, down, right lower, right, right, lower, direction"
glasses,Base,https://wentin.github.io/IconPark/source/Base/glasses.svg,glasses,基础,眼镜,"眼镜, 乔布斯, 近视, 镜片, 观察, 搜索","glasses, jobs, myopia, lens, observe, search"
go end,Arrows,https://wentin.github.io/IconPark/source/Arrows/go-end.svg,go-end,方向,下一曲,"下一个, 下一首, 上, 箭头","next, next, previous, arrow"
five star badge,Sports,https://wentin.github.io/IconPark/source/Sports/five-star-badge.svg,five-star-badge,运动,五星徽章,五星徽章,five star badge
paragraph cut,ContentEdit,https://wentin.github.io/IconPark/source/ContentEdit/paragraph-cut.svg,paragraph-cut,内容编辑,段落截断,"段落, 表格排版, 段落截断, 内容截断","paragraphs, tables for layout, paragraphs cut, cut content"
address book,Peoples,https://wentin.github.io/IconPark/source/Peoples/address-book.svg,address-book,人群,通讯录,通讯录 联系人,address book contacts
system,Others,https://wentin.github.io/IconPark/source/Others/system.svg,system,其它,系统,"系统, 更多, 四块","system more, four"
fence one,Build,https://wentin.github.io/IconPark/source/Build/fence-one.svg,fence-one,建筑,栏栅,"护栏, 拦网, 栅栏","fence, blocking fence"
gopro,Hardware,https://wentin.github.io/IconPark/source/Hardware/gopro.svg,gopro,硬件,运动相机,"摄像, 拍摄, 记录, 录像, 录制, 检测, 探头, 抓拍, 偷拍, 电影, 放映","camera, filming, recording, video recording, testing, probes, capture, videotaping, film, screenings"
degree hat,Others,https://wentin.github.io/IconPark/source/Others/degree-hat.svg,degree-hat,其它,学位帽,"今日学堂, 学位, 学习, 帽子","today, school, degree, learning, hats"
install,Arrows,https://wentin.github.io/IconPark/source/Arrows/install.svg,install,方向,安装,"下, 箱子, 盒子, 下载","next, boxes, boxes, download"
alphabetical sorting,ContentEdit,https://wentin.github.io/IconPark/source/ContentEdit/alphabetical-sorting.svg,alphabetical-sorting,内容编辑,字母顺序,"字母顺序, 排序, 顺序",alphabetically sorted order
keyline,Abstract,https://wentin.github.io/IconPark/source/Abstract/keyline.svg,keyline,抽象,关键线,关键线 背景 底纹,the key line background shading
platte,Base,https://wentin.github.io/IconPark/source/Base/platte.svg,platte,基础,调色盘,"调色盘, 美术, 绘画, 颜色, 主题","palette, art, painting, color, theme"
message one,Communicate,https://wentin.github.io/IconPark/source/Communicate/message-one.svg,message-one,交流,消息,"信息, 聊天, 通知, 社交, 沟通","information, chat, notifications, social, communication"
factory building,Build,https://wentin.github.io/IconPark/source/Build/factory-building.svg,factory-building,建筑,工厂,"建筑, 工厂, 烟囱, 厂房, 工人, 工作","building, factory, chimney, plant, worker,"
bone,Foods,https://wentin.github.io/IconPark/source/Foods/bone.svg,bone,餐饮,骨头,"骨骼, 健康, 身体","bone, health, physical"
map road two,Others,https://wentin.github.io/IconPark/source/Others/map-road-two.svg,map-road-two,其它,地图,"地图, 地点, 地图, 出行, 交通, 运输","map, location, map, travel, transportation, transportation"
h1,Edit,https://wentin.github.io/IconPark/source/Edit/h1.svg,h1,编辑,标题,"标题, 中","the title, in"
drop down list,Edit,https://wentin.github.io/IconPark/source/Edit/drop-down-list.svg,drop-down-list,编辑,下拉列表,"下拉, 列表, 表单, 向下","drop-down lists, forms, down"
mouse,Base,https://wentin.github.io/IconPark/source/Base/mouse.svg,mouse,基础,鼠标,鼠标,mouse
edit two,Edit,https://wentin.github.io/IconPark/source/Edit/edit-two.svg,edit-two,编辑,编辑2,"撰写, 修改","write, modify"
magic,Others,https://wentin.github.io/IconPark/source/Others/magic.svg,magic,其它,魔法棒,"魔法, 魔术, 神奇, 变化","magic, magic, magic, change"
pull door,Build,https://wentin.github.io/IconPark/source/Build/pull-door.svg,pull-door,建筑,拉门,拉门 开门,sliding door
data null,Charts,https://wentin.github.io/IconPark/source/Charts/data-null.svg,data-null,图表,数据空,"数据为空, 空数据, 无数据","data is empty, empty data, no data"
enter key,Others,https://wentin.github.io/IconPark/source/Others/enter-key.svg,enter-key,其它,回车键,回车键 键盘,enter key keyboard
align text middle one,Edit,https://wentin.github.io/IconPark/source/Edit/align-text-middle-one.svg,align-text-middle-one,编辑,文字中间对齐1,"文字对齐, 居中对齐, 对齐","text aligned, centered, aligned"
volume small,Music,https://wentin.github.io/IconPark/source/Music/volume-small.svg,volume-small,声音,声音-小,"音量, 声音, 喇叭, 小声, 广播","volume, sound, speakers, whisper, radio"
weixin shake,Others,https://wentin.github.io/IconPark/source/Others/weixin-shake.svg,weixin-shake,其它,微信摇一摇,"摇一摇, 搜索, 互动, 交互","shake, search, interactive, interaction"
exclusive gateway,Abstract,https://wentin.github.io/IconPark/source/Abstract/exclusive-gateway.svg,exclusive-gateway,抽象,排他网关,"排他, 菱形, 抽象, 几何","exclusive, diamond, abstract, geometric"
period,Health,https://wentin.github.io/IconPark/source/Health/period.svg,period,医疗健康,经期,"女性, 生理期, 生殖","women, the menstrual period, reproductive"
shopping cart,Money,https://wentin.github.io/IconPark/source/Money/shopping-cart.svg,shopping-cart,钱财,购物车,"购物, 买东西, 购物卡, 消费","shopping, shopping, shopping cards, consumer"
pouting face,Emoji,https://wentin.github.io/IconPark/source/Emoji/pouting-face.svg,pouting-face,表情,愤怒,愤怒,anger
lung,Health,https://wentin.github.io/IconPark/source/Health/lung.svg,lung,医疗健康,肺,"呼吸, 呼吸道, 呼吸科, 器官, 肺","breathing, respiratory tract, respiratory, organs, lungs"
clothes pants sweat,Clothes,https://wentin.github.io/IconPark/source/Clothes/clothes-pants-sweat.svg,clothes-pants-sweat,服饰,运动裤,"衣服, 服装, 服饰, 裤子, 运动","clothes, clothing, apparel, pants, sports"
stereo nesting,Abstract,https://wentin.github.io/IconPark/source/Abstract/stereo-nesting.svg,stereo-nesting,抽象,嵌套图形,"嵌套图形, 抽象, 标志, logo","nested graphics, abstract, symbol, logo"
division,Character,https://wentin.github.io/IconPark/source/Character/division.svg,division,符号,除号,"符号, 乘除","symbol, multiplication and division"
menu unfold one,Arrows,https://wentin.github.io/IconPark/source/Arrows/menu-unfold-one.svg,menu-unfold-one,方向,展开菜单1,"收起, 侧边收起","away, put away the side"
public toilet,Peoples,https://wentin.github.io/IconPark/source/Peoples/public-toilet.svg,public-toilet,人群,卫生间,"厕所, 男女, 卫生间, 洗手间","toilets, male and female, bathroom, toilet"
people minus,Peoples,https://wentin.github.io/IconPark/source/Peoples/people-minus.svg,people-minus,人群,减少人群,"添加, 用户, 客户","add users, customers"
graphic design two,Abstract,https://wentin.github.io/IconPark/source/Abstract/graphic-design-two.svg,graphic-design-two,抽象,图形组合,"图形组合, 拼接, 组合, 几何","graphics combination, stitching, combined, geometry"
high heeled shoes,Clothes,https://wentin.github.io/IconPark/source/Clothes/high-heeled-shoes.svg,high-heeled-shoes,服饰,高跟鞋,"鞋子, 皮鞋, 高跟鞋","shoes, leather shoes, high heels"
multi picture carousel,Edit,https://wentin.github.io/IconPark/source/Edit/multi-picture-carousel.svg,multi-picture-carousel,编辑,多图轮播,多图轮播,multi image carousel
nasal,Health,https://wentin.github.io/IconPark/source/Health/nasal.svg,nasal,医疗健康,鼻腔,"鼻子, 呼吸, 耳鼻喉, 耳鼻喉科","nose, respiratory, ent, ent"
mindmap map,ContentEdit,https://wentin.github.io/IconPark/source/ContentEdit/mindmap-map.svg,mindmap-map,内容编辑,思维导图,思维导图 脑图,mind map mind map
round socket,Base,https://wentin.github.io/IconPark/source/Base/round-socket.svg,round-socket,基础,圆形插座,"圆形插座, 电源, 危险, 插件, 能量","circular socket, power supply, dangerous, plug, energy"
rice,Foods,https://wentin.github.io/IconPark/source/Foods/rice.svg,rice,餐饮,米饭,"大米, 主食, 谷物, 农作物","rice, the staple food, grain, crops"
camera one,Hardware,https://wentin.github.io/IconPark/source/Hardware/camera-one.svg,camera-one,硬件,摄像头,"摄像, 拍摄, 记录, 录像, 录制, 检测, 探头, 抓拍, 偷拍","camera, filming, recording, video recording, testing, probes, capture, candid"
contrast,Operate,https://wentin.github.io/IconPark/source/Operate/contrast.svg,contrast,操作,对比度,"对比度, 参数, 摄像, 牌照, 配置","contrast, parameters, imaging, license configuration"
me,Peoples,https://wentin.github.io/IconPark/source/Peoples/me.svg,me,人群,我的,"个人中心, 用户, 人, 头像, 圆形头像","personal center, user, person, head, round head"
panties,Clothes,https://wentin.github.io/IconPark/source/Clothes/panties.svg,panties,服饰,内裤,"裤, 短裤","pants, shorts"
right c,Arrows,https://wentin.github.io/IconPark/source/Arrows/right-c.svg,right-c,方向,右-圆,"下一个, 箭头, 右, 圆圈箭头","next, arrow, right arrow circle"
color card,Base,https://wentin.github.io/IconPark/source/Base/color-card.svg,color-card,基础,色卡,"颜色, 绚丽, 选择","color, brilliant, select"
telescope,Base,https://wentin.github.io/IconPark/source/Base/telescope.svg,telescope,基础,望远镜,"望远镜, 侦查, 观察, 监视","telescope, investigation, observation, monitoring"
inbox in,Base,https://wentin.github.io/IconPark/source/Base/inbox-in.svg,inbox-in,基础,收件下载,"收件箱, 信箱, 邮箱, 邮件, 信件, 下载","inbox, mail, mail, mail, mail, download"
database alert,Datas,https://wentin.github.io/IconPark/source/Datas/database-alert.svg,database-alert,数据库,数据库警示,数据库警示,database warning
scan setting,Operate,https://wentin.github.io/IconPark/source/Operate/scan-setting.svg,scan-setting,操作,扫描设置,"设置, 扫描, 打印, 方向, 按键, 扫描","setting, scanning, printing, direction keys, scanning"
noodles,Foods,https://wentin.github.io/IconPark/source/Foods/noodles.svg,noodles,餐饮,面条,"面条, 美食, 饮食, 饥饿, 吃饭, 午餐, 早餐, 晚餐","noodles, food, diet, hunger, meal, lunch, breakfast, dinner"
list fail,Edit,https://wentin.github.io/IconPark/source/Edit/list-fail.svg,list-fail,编辑,失败列表,失败列表,failure list
paragraph unfold,ContentEdit,https://wentin.github.io/IconPark/source/ContentEdit/paragraph-unfold.svg,paragraph-unfold,内容编辑,段落溢出,"段落, 表格排版, 段落溢出, 内容溢出","paragraphs, tables for layout, paragraph overflow, overflow content"
page template,Others,https://wentin.github.io/IconPark/source/Others/page-template.svg,page-template,其它,页面模版,"页面, 模版, 布局","page templates, layout"
right user,Peoples,https://wentin.github.io/IconPark/source/Peoples/right-user.svg,right-user,人群,正确用户,"正确, 用户, 精准, 完成","true, users, accurate, complete"
stereo perspective,Abstract,https://wentin.github.io/IconPark/source/Abstract/stereo-perspective.svg,stereo-perspective,抽象,立体透视,立体透视,stereoscopic perspective
camera five,Hardware,https://wentin.github.io/IconPark/source/Hardware/camera-five.svg,camera-five,硬件,摄像头,"摄像, 拍摄, 记录, 录像, 录制, 检测, 探头, 抓拍, 偷拍, 电影, 放映","camera, filming, recording, video recording, testing, probes, capture, videotaping, film, screenings"
data one,Charts,https://wentin.github.io/IconPark/source/Charts/data-one.svg,data-one,图表,数据,"数据库, 数据","databases, data"
projector,Base,https://wentin.github.io/IconPark/source/Base/projector.svg,projector,基础,投影仪,"投影仪, 投影, 播放, 幻灯片, 演讲","projectors, projection, player, slides, lecture"
five ellipses,Abstract,https://wentin.github.io/IconPark/source/Abstract/five-ellipses.svg,five-ellipses,抽象,五个椭圆,五个椭圆,five oval
sperm,Health,https://wentin.github.io/IconPark/source/Health/sperm.svg,sperm,医疗健康,精子,"男科, 生殖, 繁衍","andrology, reproduction, breeding"
